0.0332031 0.666992 0.123047 0.0703125 0.108398 0.0166016 0.0117188 0.0166016 0.0214844 0.0253906 
0.00292969 0.0390625 0.293945 0.0234375 0.00683594 0.000976562 0.00878906 0.799805 0.0107422 0.00195312 
0.00878906 0.0341797 1 0.0253906 0.00878906 0.00292969 0 0.00976562 0.00390625 0.0126953 
0.0869141 0.0390625 0.0302734 0.00878906 1 0.00390625 0.00390625 0.000976562 0.00585938 0.0146484 
0.00195312 0.0693359 0.0175781 0.0888672 0.799805 0.0322266 0.0146484 0.00585938 0.0107422 0.00683594 
0.0205078 0.311523 0.400391 0.176758 0.0283203 0.0302734 0.00878906 0.0322266 0.015625 0.0507812 
0.0390625 0.00390625 0.00195312 0.0185547 0.00683594 0.177734 0.799805 0 0.0205078 0.0146484 
0.286133 0.119141 0.251953 0.0917969 0.125977 0.0273438 0.00390625 0.0107422 0.0117188 0.104492 
0.0263672 0.5 0.152344 0.134766 0.0722656 0.0195312 0.0205078 0.0429688 0.0380859 0.0166016 
0.0185547 1 0.0166016 0.0302734 0.0439453 0.00488281 0.00292969 0.00585938 0.00488281 0.00878906 
0.000976562 0.0253906 0.00390625 1 0.0136719 0.0820312 0.00488281 0.0078125 0.00390625 0.0146484 
0.0292969 0.0898438 0.666992 0.0390625 0.0253906 0.0126953 0.000976562 0.00390625 0.00585938 0.139648 
0.00390625 1 0.00976562 0.0234375 0.0234375 0.00195312 0.000976562 0.00488281 0.00292969 0.00292969 
0.0117188 0.147461 0.799805 0.0302734 0.015625 0.00488281 0.00195312 0.00878906 0.00878906 0.046875 
0.0078125 0.172852 0.208984 0.152344 0.222656 0.0712891 0.0410156 0.0361328 0.0527344 0.0458984 
0.0078125 1 0.0078125 0.0166016 0.0283203 0.00488281 0.00390625 0.00585938 0.00195312 0.00390625 
0.0234375 0.0507812 0.0126953 0.400391 0.015625 0.331055 0.114258 0.0078125 0.0390625 0.0175781 
0.00292969 1 0.00292969 0.00292969 0.00585938 0 0.000976562 0.00390625 0.000976562 0.000976562 
0 0.0888672 0.00585938 0.400391 0.0537109 0.274414 0.0107422 0.00390625 0.0839844 0.0888672 
0.132812 0.363281 0.0400391 0.110352 0.141602 0.0488281 0.0253906 0.00683594 0.0712891 0.0585938 
0.0390625 0.200195 0.136719 0.175781 0.0878906 0.165039 0.0537109 0.078125 0.0361328 0.0683594 
0.00195312 0.0927734 0.571289 0.0322266 0.00390625 0.0136719 0.000976562 0.416992 0 0.000976562 
1 0.015625 0.0166016 0 0.0185547 0.00195312 0.0078125 0.00195312 0.00390625 0.0185547 
0.00585938 0.0195312 0.0195312 0.046875 0.0390625 0.0576172 0.0654297 0.00195312 0.799805 0.0449219 
0 0.799805 0.0234375 0.0146484 0.00390625 0.00292969 0.00292969 0.202148 0.000976562 0.000976562 
0.00292969 0.00976562 1 0.00292969 0.00390625 0 0 0.00585938 0 0.00390625 
0.0644531 0.0605469 0.015625 0.291992 0.0185547 0.400391 0.128906 0.0185547 0.0644531 0.0234375 
0.00195312 1 0.00195312 0.00195312 0.00390625 0 0 0.00390625 0 0 
0.0175781 0.799805 0.0371094 0.115234 0.12207 0.0195312 0.0146484 0.0146484 0.0224609 0.0107422 
0.100586 0.078125 0.375977 0.0449219 0.00878906 0.0205078 0.00195312 0.00585938 0.0107422 0.400391 
0.0507812 0.333008 0.129883 0.228516 0.078125 0.0449219 0.0205078 0.0136719 0.0839844 0.0390625 
0.00976562 1 0.0195312 0.0078125 0.0361328 0.00292969 0.00195312 0.00292969 0.00195312 0.00390625 
0.0556641 0.571289 0.0361328 0.18457 0.0595703 0.0527344 0.0283203 0.0205078 0.0439453 0.0283203 
0.0322266 0.400391 0.146484 0.137695 0.078125 0.0947266 0.0449219 0.046875 0.0341797 0.046875 
0.0634766 0.172852 0.5 0.0673828 0.134766 0.00878906 0.00488281 0.0214844 0.0292969 0.0244141 
0.0146484 0.126953 0.444336 0.163086 0.0273438 0.143555 0.0244141 0.0273438 0.0244141 0.0810547 
0.571289 0.0986328 0.0107422 0.0439453 0.0263672 0.0263672 0.163086 0.00390625 0.15332 0.0214844 
0.139648 0.666992 0.0478516 0.0332031 0.139648 0.0224609 0.00976562 0.0078125 0.0195312 0.0292969 
0.0556641 0.110352 0.015625 0.266602 0.0332031 0.182617 0.25 0.0107422 0.0810547 0.015625 
0.0234375 0.078125 0.0537109 0.0234375 0.799805 0.015625 0.0224609 0.0107422 0.0341797 0.0205078 
0.00683594 1 0.0253906 0.0117188 0.0166016 0.00292969 0.00195312 0.00488281 0.00195312 0.00488281 
0.0136719 0.0673828 0.0341797 0.5 0.0429688 0.236328 0.0673828 0.00488281 0.0722656 0.0556641 
0.0859375 0.0712891 0.0488281 0.363281 0.0585938 0.234375 0.0664062 0.0136719 0.0712891 0.0488281 
0.000976562 0.0136719 0.00195312 1 0.00976562 0.0302734 0.0107422 0.0078125 0.0107422 0.00195312 
0.0126953 0.213867 0.400391 0.146484 0.00976562 0.0947266 0.0117188 0.0888672 0.00683594 0.0507812 
0.00292969 1 0.00390625 0.00488281 0.0126953 0.000976562 0.000976562 0.00292969 0.000976562 0.000976562 
0.363281 0.103516 0.182617 0.117188 0.03125 0.0400391 0.00292969 0.0136719 0.0078125 0.160156 
0.0771484 0.444336 0.25293 0.0810547 0.0634766 0.0175781 0.0126953 0.03125 0.03125 0.0244141 
0.00683594 0.196289 0.444336 0.0722656 0.00488281 0.0380859 0.0126953 0.25293 0.00292969 0.0410156 
0.171875 0.266602 0.0253906 0.118164 0.0244141 0.103516 0.171875 0.0517578 0.0625 0.0126953 
0.0292969 0.666992 0.0654297 0.148438 0.0742188 0.0419922 0.0214844 0.0185547 0.0234375 0.0332031 
0.0595703 0.0244141 0.0136719 0.118164 0.00683594 0.0761719 0.5 0.00292969 0.172852 0.0263672 
0.571289 0.0634766 0.0185547 0.0439453 0.104492 0.0595703 0.0634766 0.00390625 0.0634766 0.0556641 
0.0224609 1 0.0566406 0.015625 0.0341797 0.00976562 0.00488281 0.0107422 0.00488281 0.0146484 
0.0117188 1 0.0205078 0.00683594 0.0263672 0.00683594 0.00585938 0.00488281 0.00195312 0.00585938 
0.00195312 0.0136719 0.00195312 0.356445 0.00292969 0.666992 0.0292969 0.00390625 0.0273438 0.00585938 
0.0732422 0.400391 0.0947266 0.128906 0.128906 0.0644531 0.0419922 0.0234375 0.0537109 0.0419922 
0.0449219 0.0957031 0.666992 0.0332031 0.0957031 0.0136719 0.0078125 0.0166016 0.0478516 0.0654297 
0.0166016 0.0566406 1 0.0224609 0.0322266 0.00683594 0.00390625 0.0107422 0.0146484 0.0498047 
0.0214844 0.5 0.0673828 0.172852 0.142578 0.0361328 0.0458984 0.0380859 0.0527344 0.0292969 
0.799805 0.0693359 0.0175781 0.0126953 0.0146484 0.0107422 0.0449219 0.0107422 0.0185547 0.0136719 
0.00878906 0.00683594 0 0.0126953 0.00976562 0.0410156 1 0 0.00683594 0.000976562 
0.046875 0.271484 0.0644531 0.307617 0.120117 0.0722656 0.0380859 0.015625 0.0644531 0.0644531 
0.00488281 1 0.0126953 0.00585938 0.0234375 0.00488281 0.00292969 0.00585938 0.000976562 0.00292969 
0.00292969 1 0.0107422 0.0117188 0.0283203 0.000976562 0.000976562 0.00390625 0.000976562 0.00195312 
0.00292969 1 0.00585938 0.00585938 0.00683594 0.00195312 0.00195312 0.00390625 0.000976562 0.00292969 
0.0283203 0.114258 0.046875 0.400391 0.046875 0.0839844 0.128906 0.015625 0.176758 0.0234375 
